route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
6__A___,CRTM,A,MONCLOSOMOSAGUAS,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6__93___.aspx,0178BC,FFFFFF
6__C1___,CRTM,C1,CIRCULAR 1,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6__68___.aspx,0178BC,FFFFFF
6__C2___,CRTM,C2,CIRCULAR 2,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6__69___.aspx,0178BC,FFFFFF
6__E___,CRTM,E,CONDE CASAL-SIERRA GUADALUPE,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6__90___.aspx,0178BC,FFFFFF
6__E1___,CRTM,E1,ATOCHA-PLAZA ELIPTICA,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6__401___.aspx,0178BC,FFFFFF
6__E2___,CRTM,E2,FELIPE II-LAS ROSAS,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6__402___.aspx,0178BC,FFFFFF
6__E3___,CRTM,E3,FELIPE II-VALDERRIVAS,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6__403___.aspx,0178BC,FFFFFF
6__E4___,CRTM,E4,FELIPE II-VALDEBERNARDO,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6__404___.aspx,0178BC,FFFFFF
6__F___,CRTM,F,CUATRO CAMINOS-C.UNIVERSITARIA,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6__91___.aspx,0178BC,FFFFFF
6__G___,CRTM,G,MONCLOA-CIUDAD UNIVERSITARIA,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6__92___.aspx,0178BC,FFFFFF
6__H___,CRTM,H,ALUCHE-SOMOSAGUAS,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6__96___.aspx,0178BC,FFFFFF
6__H1___,CRTM,H1,SIERRA GUADALUPE-H.I.LEONOR,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6__481___.aspx,0178BC,FFFFFF
6__M1___,CRTM,M1,SOL/SEVILLA-EMBAJADORES,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6__601___.aspx,0178BC,FFFFFF
6__M2___,CRTM,M2,SEVILLA-ARGÜELLES,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6__602___.aspx,0178BC,FFFFFF
6_N_1___,CRTM,N1,CIBELES-SANCHINARRO,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_501___.aspx,0178BC,FFFFFF
6_N_2___,CRTM,N2,CIBELES-VALDEBEBAS,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_502___.aspx,0178BC,FFFFFF
6_N_3___,CRTM,N3,CIBELES-CANILLAS,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_503___.aspx,0178BC,FFFFFF
6_N_4___,CRTM,N4,CIBELES-BARAJAS,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_504___.aspx,0178BC,FFFFFF
6_N_5___,CRTM,N5,CIBELES-FIN DE SEMANA,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_505___.aspx,0178BC,FFFFFF
6_N_6___,CRTM,N6,CIBELES-LAS ROSAS,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_506___.aspx,0178BC,FFFFFF
6_N_7___,CRTM,N7,CIBELES-VALDERRIVAS,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_507___.aspx,0178BC,FFFFFF
6_N_8___,CRTM,N8,CIBELES-VALDEBERNARDO,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_508___.aspx,0178BC,FFFFFF
6_N_9___,CRTM,N9,CIBELES-ENSANCHE VALLECAS,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_509___.aspx,0178BC,FFFFFF
6_N_10___,CRTM,N10,CIBELES-PALOMERAS,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_510___.aspx,0178BC,FFFFFF
6_N_11___,CRTM,N11,CIBELES-MADRID SUR,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_511___.aspx,0178BC,FFFFFF
6_N_12___,CRTM,N12,CIBELES-BUTARQUE,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_512___.aspx,0178BC,FFFFFF
6_N_13___,CRTM,N13,CIBELES-SAN CRISTOBAL,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_513___.aspx,0178BC,FFFFFF
6_N_14___,CRTM,N14,CIBELES-VILLAVERDE ALTO,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_514___.aspx,0178BC,FFFFFF
6_N_15___,CRTM,N15,CIBELES-ORCASUR,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_515___.aspx,0178BC,FFFFFF
6_N_16___,CRTM,N16,CIBELES-LA PESETA,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_516___.aspx,0178BC,FFFFFF
6_N_17___,CRTM,N17,CIBELES-CARABANCHEL ALTO,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_517___.aspx,0178BC,FFFFFF
6_N_18___,CRTM,N18,CIBELES-ALUCHE,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_518___.aspx,0178BC,FFFFFF
6_N_19___,CRTM,N19,CIBELES-SAN IGNACIO,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_519___.aspx,0178BC,FFFFFF
6_N_20___,CRTM,N20,CIBELES-PITIS,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_520___.aspx,0178BC,FFFFFF
6_N_21___,CRTM,N21,CIBELES-ARROYO FRESNO,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_521___.aspx,0178BC,FFFFFF
6_N_22___,CRTM,N22,CIBELES-BARRIO DEL PILAR,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_522___.aspx,0178BC,FFFFFF
6_N_23___,CRTM,N23,CIBELES-MONTECARMELO,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_523___.aspx,0178BC,FFFFFF
6_N_24___,CRTM,N24,CIBELES-LAS TABLAS,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_524___.aspx,0178BC,FFFFFF
6_N_25___,CRTM,N25,ALONSO MARTINEZ-VILLA VALLECAS,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_525___.aspx,0178BC,FFFFFF
6_N_26___,CRTM,N26,ALONSO MARTINEZ-ALUCHE,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_526___.aspx,0178BC,FFFFFF
6_N_27___,CRTM,N27,CIBELES-AEROPUERTO,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_527___.aspx,0178BC,FFFFFF
6_N_28___,CRTM,N28,MONCLOA-ARAVACA,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_528___.aspx,0178BC,FFFFFF
6__SE702___,CRTM,SE702,PLAZA ELIPTICA-CEMENTERIO SUR,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6__702___.aspx,0178BC,FFFFFF
6__SE704___,CRTM,SE704,PLAZA CASTILLA-CMTº FUENCARRAL,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6__704___.aspx,0178BC,FFFFFF
6__SE718___,CRTM,SE718,PUERTA ARGANDA-CAÑADA REAL,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6__718___.aspx,0178BC,FFFFFF
6__SE721___,CRTM,SE721,CANILLEJAS-METROPOLITANO,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6__721___.aspx,0178BC,FFFFFF
6__SE722___,CRTM,SE722,BARAJAS-HOSPITAL RAMON Y CAJAL,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6__722___.aspx,0178BC,FFFFFF
6__SE723___,CRTM,SE723,ALSACIA-CAÑAVERAL,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6__723___.aspx,0178BC,FFFFFF
6__SE750___,CRTM,SE750,PLAZA CASTILLA-VALDEBEBAS,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/.aspx,0178BC,FFFFFF
6__SE786___,CRTM,SE786,PRINCIPE DE VERGARA-CALLAO,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6__786___.aspx,0178BC,FFFFFF
6__T11___,CRTM,T11,MAR DE CRISTAL-CRISTALIA,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6__451___.aspx,0178BC,FFFFFF
6__T23___,CRTM,T23,PUERTA ARGANDA-P.IND.VICALVARO,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6__452___.aspx,0178BC,FFFFFF
6__T31___,CRTM,T31,EST.EL POZO-SIERRA GUADALUPE,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6__454___.aspx,0178BC,FFFFFF
6__T32___,CRTM,T32,LEGAZPI-MERCAMADRID,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6__453___.aspx,0178BC,FFFFFF
6__T41___,CRTM,T41,VILLAVERDE ALTO-P.I.LA RESINA,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6__456___.aspx,0178BC,FFFFFF
6__T61___,CRTM,T61,ESTACION FUENCARRAL-LAS TABLAS,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6__455___.aspx,0178BC,FFFFFF
6__T62___,CRTM,T62,PLAZA CASTILLA-CHAMARTIN,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6__457___.aspx,0178BC,FFFFFF
6__U___,CRTM,U,AVENIDA SENECA-PARANINFO,,3,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6__99___.aspx,0178BC,FFFFFF
