route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
6__27___,6_I01,6_I01-09303L_07:36:20_1_111_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_07:36:36_2_118_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_07:39:39_2_119_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_07:39:58_1_112_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_07:42:42_2_120_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_07:43:36_1_113_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_07:45:45_2_121_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_07:47:14_1_114_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_07:48:48_2_122_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_07:50:52_1_115_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_07:51:51_2_123_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_07:54:30_1_116_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_07:54:54_2_124_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_07:57:57_2_125_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_07:58:08_1_117_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_08:00:00_1_118_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_08:00:00_2_126_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_08:03:23_1_119_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_08:03:23_2_127_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_08:06:46_1_120_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_08:06:46_2_128_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_08:10:09_1_121_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_08:10:09_2_129_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_08:13:32_1_122_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_08:13:32_2_130_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_08:16:55_1_123_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_08:16:55_2_131_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_08:20:18_1_124_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_08:20:18_2_132_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_08:23:41_1_125_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_08:23:41_2_133_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_08:27:04_1_126_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_08:27:04_2_134_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_08:30:27_1_127_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_08:30:27_2_135_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_08:33:50_1_128_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_08:33:50_2_136_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_08:37:13_1_129_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_08:37:13_2_137_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_08:40:36_1_130_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_08:40:36_2_138_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_08:43:59_1_131_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_08:43:59_2_139_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_08:47:22_1_132_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_08:47:22_2_140_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_08:50:45_1_133_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_08:50:45_2_141_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_08:54:08_1_134_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_08:54:08_2_142_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_08:57:31_1_135_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_08:57:31_2_143_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_09:00:00_1_136_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_09:00:00_2_144_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_09:03:52_1_137_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_09:04:23_2_145_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_09:07:44_1_138_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_09:08:46_2_146_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_09:11:36_1_139_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_09:13:09_2_147_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_09:15:28_1_140_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_09:17:32_2_148_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_09:19:20_1_141_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_09:21:55_2_149_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_09:23:12_1_142_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_09:26:18_2_150_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_09:27:04_1_143_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_09:30:41_2_151_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_09:30:56_1_144_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_09:34:48_1_145_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_09:35:04_2_152_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_09:38:40_1_146_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_09:39:27_2_153_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_09:42:32_1_147_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_09:43:50_2_154_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_09:46:24_1_148_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_09:48:13_2_155_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_09:50:16_1_149_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_09:52:36_2_156_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_09:54:08_1_150_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_09:56:59_2_157_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_09:58:00_1_151_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_10:00:00_1_152_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_10:00:00_2_158_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_10:04:36_2_159_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_10:04:46_1_153_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_10:09:12_2_160_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_10:09:32_1_154_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_10:13:48_2_161_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_10:14:18_1_155_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_10:18:24_2_162_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_10:19:04_1_156_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_10:23:00_2_163_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_10:23:50_1_157_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_10:27:36_2_164_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_10:28:36_1_158_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_10:32:12_2_165_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_10:33:22_1_159_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_10:36:48_2_166_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_10:38:08_1_160_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_10:41:24_2_167_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_10:42:54_1_161_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_10:46:00_2_168_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_10:47:40_1_162_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_10:50:36_2_169_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_10:52:26_1_163_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_10:55:12_2_170_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_10:57:12_1_164_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_10:59:48_2_171_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_11:00:00_1_165_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_11:00:00_2_172_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_11:04:50_2_173_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_11:04:55_1_166_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_11:09:40_2_174_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_11:09:50_1_167_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_11:14:30_2_175_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_11:14:45_1_168_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_11:19:20_2_176_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_11:19:40_1_169_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_11:24:10_2_177_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_11:24:35_1_170_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_11:29:00_2_178_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_11:29:30_1_171_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_11:33:50_2_179_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_11:34:25_1_172_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_11:38:40_2_180_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_11:39:20_1_173_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_11:43:30_2_181_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_11:44:15_1_174_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_11:48:20_2_182_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_11:49:10_1_175_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_11:53:10_2_183_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_11:54:05_1_176_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_11:58:00_2_184_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_11:59:00_1_177_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_12:00:00_1_178_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_12:00:00_2_185_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_12:04:50_1_179_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_12:04:50_2_186_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_12:09:40_1_180_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_12:09:40_2_187_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_12:14:30_1_181_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_12:14:30_2_188_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_12:19:20_1_182_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_12:19:20_2_189_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_12:24:10_1_183_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_12:24:10_2_190_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_12:29:00_1_184_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_12:29:00_2_191_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_12:33:50_1_185_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_12:33:50_2_192_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_12:38:40_1_186_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_12:38:40_2_193_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_12:43:30_1_187_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_12:43:30_2_194_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_12:48:20_1_188_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_12:48:20_2_195_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_12:53:10_1_189_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_12:53:10_2_196_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_12:58:00_1_190_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_12:58:00_2_197_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_13:00:00_1_191_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_13:00:00_2_198_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_13:04:41_1_192_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_13:04:46_2_199_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_13:09:22_1_193_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_13:09:32_2_200_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_13:14:03_1_194_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_13:14:18_2_201_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_13:18:44_1_195_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_13:19:04_2_202_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_13:23:25_1_196_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_13:23:50_2_203_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_13:28:06_1_197_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_13:28:36_2_204_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_13:32:47_1_198_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_13:33:22_2_205_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_13:37:28_1_199_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_13:38:08_2_206_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_13:42:09_1_200_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_13:42:54_2_207_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_13:46:50_1_201_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_13:47:40_2_208_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_13:51:31_1_202_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_13:52:26_2_209_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_13:56:12_1_203_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_13:57:12_2_210_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_14:00:00_1_204_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_14:00:00_2_211_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_14:04:32_2_212_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_14:04:36_1_205_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_14:09:04_2_213_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_14:09:12_1_206_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_14:13:36_2_214_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_14:13:48_1_207_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_14:18:08_2_215_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_14:18:24_1_208_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_14:22:40_2_216_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_14:23:00_1_209_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_14:27:12_2_217_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_14:27:36_1_210_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_14:31:44_2_218_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_14:32:12_1_211_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_14:36:16_2_219_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
6__27___,6_I01,6_I01-09303L_14:36:48_1_212_6__27___,Plaza Castilla,PLAZA CASTILLA,0,,6__27____1__IT_1,1
6__27___,6_I01,6_I01-09303L_14:40:48_2_220_6__27___,Embajadores,EMBAJADORES,1,,6__27____2__IT_1,1
