shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
6__27____1__IT_1,40.4147816136412,-3.69335705856839,7000002,13.956396543241
6__27____1__IT_1,40.4149896721197,-3.69339327773519,7000003,14.195842644629
6__27____1__IT_1,40.415477533751,-3.69344088555457,7000004,14.489593249829
6__27____1__IT_1,40.415477533751,-3.69344088555457,8000001,14.489593249829
6__27____1__IT_1,40.4156854388506,-3.69350266696562,8000002,14.513259126159
6__27____1__IT_1,40.4159130213411,-3.69353908875586,8000003,14.562375625054
6__27____1__IT_1,40.4169142262556,-3.69339611727446,8000004,14.723288843288
6__27____1__IT_1,40.4185647436305,-3.6930515691374,8000005,15.069731739116
6__27____1__IT_1,40.4185647436163,-3.6930515714947,9000001,15.069731739116
6__27____1__IT_1,40.4185647436305,-3.6930515691374,9000002,15.069731939116
6__27____1__IT_1,40.41857529746,-3.69304845715308,9000003,15.070933028204
6__27____1__IT_1,40.4185856324572,-3.69304427853075,9000004,15.073334860231
6__27____1__IT_1,40.4185956889893,-3.69303906212625,9000005,15.076937523442
6__27____1__IT_1,40.4186054038201,-3.6930328367585,9000006,15.08174095524
6__27____1__IT_1,40.4186206625944,-3.6930254459357,9000007,15.088350495985
6__27____1__IT_1,40.4186361020222,-3.69301872766013,9000008,15.096766154681
6__27____1__IT_1,40.4186517040443,-3.69301268881925,9000009,15.106987876402
6__27____1__IT_1,40.4186854881034,-3.69299853592752,9000010,15.121147266769
6__27____1__IT_1,40.4187190548578,-3.69298351206779,9000011,15.13924465247
6__27____1__IT_1,40.4187523862053,-3.69296763119798,9000012,15.161279600658
6__27____1__IT_1,40.418785474038,-3.69295089323377,9000013,15.187252357373
6__27____1__IT_1,40.4188183038783,-3.69293330863413,9000014,15.217162873086
6__27____1__IT_1,40.418850861284,-3.69291488196478,9000015,15.251010991256
6__27____1__IT_1,40.4188831381048,-3.69289562021348,9000016,15.288797014307
6__27____1__IT_1,40.4189151180755,-3.69287553146356,9000017,15.330520840726
6__27____1__IT_1,40.4189467894351,-3.69285462384457,9000018,15.376182418313
6__27____1__IT_1,40.4189781404229,-3.69283290548614,9000019,15.425781741737
6__27____1__IT_1,40.4190091592849,-3.69281038333929,9000020,15.479318900976
6__27____1__IT_1,40.4190398315294,-3.69278707022064,9000021,15.536793574541
6__27____1__IT_1,40.4190701499349,-3.6927629684129,9000022,15.598206174679
6__27____1__IT_1,40.4191167194006,-3.69272208421044,9000023,15.665843985256
6__27____1__IT_1,40.419116723926,-3.69272208072065,9000024,15.733482378927
6__27____1__IT_1,40.4191461131878,-3.69269051027335,9000025,15.805341726596
6__27____1__IT_1,40.4191612548399,-3.6926742445735,9000026,15.879375768179
6__27____1__IT_1,40.4191803126699,-3.6926516715243,9000027,15.95626336171
6__27____1__IT_1,40.4191804478709,-3.692651510245,9000028,16.033171264106
6__27____1__IT_1,40.4192602022647,-3.69255706009253,9000029,16.122020033258
6__27____1__IT_1,40.419261249354,-3.69255521549343,9000030,16.211063737681
6__27____1__IT_1,40.4192609953272,-3.6925556619884,9000031,16.300154665192
6__27____1__IT_1,40.419352819998,-3.69252783643095,9000032,16.399708207877
6__27____1__IT_1,40.419378639943,-3.6925200103102,9000033,16.502203743356
6__27____1__IT_1,40.4195415141747,-3.69247116652118,9000034,16.623247616102
6__27____1__IT_1,40.4196135311859,-3.69244956770878,9000035,16.752492918313
6__27____1__IT_1,40.4199722569194,-3.69234198928124,9000036,16.922590409472
6__27____1__IT_1,40.4199722569194,-3.69234198928124,10000001,16.922590409472
6__27____1__IT_1,40.4201914429862,-3.69224529742784,10000002,16.948266383189
6__27____1__IT_1,40.420902894448,-3.69193145355055,10000003,17.0572832397
6__27____1__IT_1,40.421413933858,-3.6917023334177,10000004,17.226264839342
6__27____1__IT_1,40.421736094477,-3.69153756353634,10000005,17.433642162737
6__27____1__IT_1,40.4226571058588,-3.69112681114808,10000006,17.749030004185
6__27____1__IT_1,40.4231421791837,-3.69093905015234,10000007,18.120569095302
6__27____1__IT_1,40.4236985993604,-3.69072367286318,10000008,18.556518376739
6__27____1__IT_1,40.4236985993604,-3.69072367286318,11000001,18.556518376739
6__27____1__IT_1,40.4245015655939,-3.69034796127789,11000002,18.65117740055
6__27____1__IT_1,40.4247356232389,-3.69024577503743,11000003,18.773225556816
6__27____1__IT_1,40.4248495739165,-3.6902036895184,11000004,18.908416786223
6__27____1__IT_1,40.4249357753439,-3.69016334901062,11000005,19.053770187681
6__27____1__IT_1,40.4249781641187,-3.6901474411998,11000006,19.20401856816
6__27____1__IT_1,40.4250543211289,-3.69011226966469,11000007,19.363231693262
6__27____1__IT_1,40.4251097982716,-3.69008065663947,11000008,19.529161556936
6__27____1__IT_1,40.425195968522,-3.69005338062901,11000009,19.704932473526
6__27____1__IT_1,40.425362118994,-3.69000681195452,11000010,19.899564951307
6__27____1__IT_1,40.4256054130156,-3.68997124255162,11000011,20.121371858232
6__27____1__IT_1,40.4257939588324,-3.68997648064523,11000012,20.364112649861
6__27____1__IT_1,40.4258747535142,-3.68995491509008,11000013,20.616006585517
6__27____1__IT_1,40.4259800195328,-3.68992880276775,11000014,20.879793484449
6__27____1__IT_1,40.4259800195328,-3.68992880276775,12000001,20.879793484449
6__27____1__IT_1,40.4261526082144,-3.68988578612461,12000002,20.899295801015
6__27____1__IT_1,40.4263107600807,-3.68980423798417,12000003,20.937667282423
6__27____1__IT_1,40.4266883965856,-3.68969529597064,12000004,21.018964207258
6__27____1__IT_1,40.4280850569651,-3.68934873563923,12000005,21.258057494578
6__27____1__IT_1,40.4286499464735,-3.68921078442274,12000006,21.560937872522
6__27____1__IT_1,40.428983952236,-3.68915341780745,12000007,21.9012119245
6__27____1__IT_1,40.4291431448865,-3.68910226289729,12000008,22.259681845823
6__27____1__IT_1,40.4291431448865,-3.68910226289729,13000001,22.259681845823
6__27____1__IT_1,40.429292805548,-3.68905737424854,13000002,22.276725441881
6__27____1__IT_1,40.4294352214381,-3.68899686389987,13000003,22.31039006419
6__27____1__IT_1,40.4305886460956,-3.68868889472184,13000004,22.474726379958
6__27____1__IT_1,40.431344821034,-3.68849277067367,13000005,22.724633226725
6__27____1__IT_1,40.4319128332753,-3.68834457971883,13000006,23.03883203172
6__27____1__IT_1,40.4323661916577,-3.68822473648586,13000007,23.40437150056
6__27____1__IT_1,40.4326286799216,-3.68815610123869,13000008,23.799623933012
6__27____1__IT_1,40.4329364985089,-3.68807783312454,13000009,24.229684188466
6__27____1__IT_1,40.4330603694023,-3.68810137144394,13000010,24.673638707607
6__27____1__IT_1,40.4331551222785,-3.68811506326299,13000011,25.128175023002
6__27____1__IT_1,40.4331551222785,-3.68811506326299,14000001,25.128175023002
6__27____1__IT_1,40.4333277562092,-3.68811682072302,14000002,25.147338523003
6__27____1__IT_1,40.4335711553637,-3.68815092245369,14000003,25.193674507395
6__27____1__IT_1,40.433860253912,-3.68819027825468,14000004,25.272274518109
6__27____1__IT_1,40.4341510925865,-3.68824906910522,14000005,25.383541414878
6__27____1__IT_1,40.4344159949887,-3.68830274204034,14000006,25.52456366362
6__27____1__IT_1,40.4345809235734,-3.68832626967599,14000007,25.684001962676
6__27____1__IT_1,40.4346810274119,-3.68833457205217,14000008,25.854574403763
6__27____1__IT_1,40.4347756407695,-3.68833068290373,14000009,26.035654413416
6__27____1__IT_1,40.4348574445295,-3.68829753561641,14000010,26.226240204243
6__27____1__IT_1,40.4349542008338,-3.68824512235474,14000011,26.428449983229
6__27____1__IT_1,40.4350359910183,-3.68821440233363,14000012,26.640105247498
6__27____1__IT_1,40.4351507474734,-3.68820009779251,14000013,26.864556502097
6__27____1__IT_1,40.4352224307484,-3.68819520238911,14000014,27.096975659355
6__27____1__IT_1,40.4352984240314,-3.68818847509923,14000015,27.337849594335
6__27____1__IT_1,40.4353643184899,-3.68819289858935,14000016,27.586047644763
6__27____1__IT_1,40.4354443426707,-3.68823122393239,14000017,27.843704752753
6__27____1__IT_1,40.4355024458081,-3.68826596562063,14000018,28.108452777094
6__27____1__IT_1,40.4355448842285,-3.68831036182786,14000019,28.379231684409
6__27____1__IT_1,40.4355693665753,-3.68835055213677,14000020,28.654370169522
6__27____1__IT_1,40.4355882644947,-3.68843290523349,14000021,28.936801906767
6__27____1__IT_1,40.4356403862708,-3.68852017308339,14000022,29.22862845906
6__27____1__IT_1,40.4356403862708,-3.68852017308339,15000001,29.22862845906
6__27____1__IT_1,40.4356900218261,-3.68861676185052,15000002,29.238501345065
6__27____1__IT_1,40.4357265671752,-3.68869067064679,15000003,29.255841123205
6__27____1__IT_1,40.4357595171165,-3.68877105814374,15000004,29.280918292411
6__27____1__IT_1,40.4358868534157,-3.68888685084092,15000005,29.323207356209
6__27____1__IT_1,40.4361516649055,-3.68908782249321,15000006,29.399476242129
6__27____1__IT_1,40.4371348248887,-3.68976825983223,15000007,29.5991995168
6__27____1__IT_1,40.4377396146669,-3.69017969995438,15000008,29.874584620957
6__27____1__IT_1,40.4378803088027,-3.69024437198198,15000009,30.166522496394
6__27____1__IT_1,40.438008441495,-3.69030891580293,15000010,30.473700655924
6__27____1__IT_1,40.4381493527145,-3.69037101549727,15000011,30.797383403982
6__27____1__IT_1,40.4382281217889,-3.69040290155508,15000012,31.130218471759
6__27____1__IT_1,40.4382281217889,-3.69040290155508,16000001,31.130218471759
6__27____1__IT_1,40.4382963900195,-3.69043206036477,16000002,31.138189817871
6__27____1__IT_1,40.4384742795294,-3.69049808675488,16000003,31.166686216492
6__27____1__IT_1,40.4386736400523,-3.69057529391324,16000004,31.218260812012
6__27____1__IT_1,40.439139353781,-3.6907319622858,16000005,31.32321159538
6__27____1__IT_1,40.4399787454353,-3.69102870239647,16000006,31.524676844121
6__27____1__IT_1,40.4405650196554,-3.69123359356067,16000007,31.793500633847
6__27____1__IT_1,40.4409256483589,-3.69135474177046,16000008,32.103653029278
6__27____1__IT_1,40.4411300357325,-3.6914000846822,16000009,32.436816728949
6__27____1__IT_1,40.4411300357325,-3.6914000846822,17000001,32.436816728949
6__27____1__IT_1,40.4413288305782,-3.69138678573075,17000002,32.458912440186
6__27____1__IT_1,40.4415363036999,-3.69136130088702,17000003,32.504139577002
6__27____1__IT_1,40.4419213240344,-3.69132716174211,17000004,32.592203248006
6__27____1__IT_1,40.4422161528761,-3.69129114554709,17000005,32.713136166289
6__27____1__IT_1,40.4428814077504,-3.69122845554133,17000006,32.908105805552
6__27____1__IT_1,40.4433506974873,-3.69121326893934,17000007,33.155184139258
6__27____1__IT_1,40.443528994412,-3.69120081329793,17000008,33.422082216269
6__27____1__IT_1,40.4436636822345,-3.69118219783873,17000009,33.704014229641
6__27____1__IT_1,40.4436636822345,-3.69118219783873,18000001,33.704014229641
6__27____1__IT_1,40.4451410616304,-3.69102004224862,18000002,33.868584044703
6__27____1__IT_1,40.4458973002169,-3.69096164444345,18000003,34.117244939299
6__27____1__IT_1,40.4460172257286,-3.69097665160438,18000004,34.379278682625
6__27____1__IT_1,40.4461477123474,-3.6909862565338,18000005,34.655819781796
6__27____1__IT_1,40.4462842997347,-3.69103175080307,18000006,34.948005744222
6__27____1__IT_1,40.4464478535262,-3.69105693709182,18000007,35.258471962332
6__27____1__IT_1,40.4465321807237,-3.69105779961875,18000008,35.578299080444
6__27____1__IT_1,40.4467071513371,-3.69104128789203,18000009,35.917598961109
6__27____1__IT_1,40.4467071513371,-3.69104128789203,19000001,35.917598961109
6__27____1__IT_1,40.4473759703403,-3.69097816258623,19000002,35.992032972182
6__27____1__IT_1,40.4482217798824,-3.69090541232502,19000003,36.1605573054
6__27____1__IT_1,40.4487489413734,-3.69087451224653,19000004,36.387657070583
6__27____1__IT_1,40.4492182402164,-3.69083616062633,19000005,36.666952094807
6__27____1__IT_1,40.4492182402164,-3.69083616062633,20000001,36.666952094807
6__27____1__IT_1,40.4511489258881,-3.69065985368579,20000002,36.881785958672
6__27____1__IT_1,40.4511560621638,-3.69065905760583,20000003,37.097414845965
6__27____1__IT_1,40.4511560621638,-3.69065905760583,21000001,37.097414845965
6__27____1__IT_1,40.4523150260669,-3.69052993615074,21000002,37.22652910845
6__27____1__IT_1,40.4532517812282,-3.69043336666586,21000003,37.459948518741
6__27____1__IT_1,40.4532517812282,-3.69043336666586,22000001,37.459948518741
6__27____1__IT_1,40.4541635153497,-3.69033938673727,22000002,37.561467580321
6__27____1__IT_1,40.4543290498449,-3.69031016652921,22000003,37.681527872676
6__27____1__IT_1,40.4544970132173,-3.69029330592031,22000004,37.820287446327
6__27____1__IT_1,40.4544970132173,-3.69029330592031,23000001,37.820287446327
6__27____1__IT_1,40.454773392668,-3.69026556299821,23000002,37.851056632811
6__27____1__IT_1,40.4556697818685,-3.69017558161562,23000003,37.981620399302
6__27____1__IT_1,40.4556697818685,-3.69017558161562,24000001,37.981620399302
6__27____1__IT_1,40.455912725972,-3.69015119421466,24000002,38.00866725214
6__27____1__IT_1,40.4570394150093,-3.69003906071205,24000003,38.161141632067
6__27____1__IT_1,40.457693370537,-3.6899736163083,24000004,38.386419277781
6__27____1__IT_1,40.4586546469286,-3.68987009113579,24000005,38.718762608965
6__27____1__IT_1,40.4598318296096,-3.68976052596901,24000006,39.182107415539
6__27____1__IT_1,40.4598318296096,-3.68976052596901,25000001,39.182107415539
6__27____1__IT_1,40.4617886812354,-3.68955509273514,25000002,39.40002252538
6__27____1__IT_1,40.4617886812354,-3.68955509273514,26000001,39.40002252538
6__27____1__IT_1,40.4628922565304,-3.68945526863315,26000002,39.522815583544
6__27____1__IT_1,40.4635218821874,-3.68939831222194,26000003,39.715666107593
6__27____1__IT_1,40.4647286137883,-3.68928346324403,26000004,40.042821884096
6__27____1__IT_1,40.4648287262265,-3.68926952659991,26000005,40.381153163083
6__27____1__IT_1,40.4651640557363,-3.68919757233805,26000006,40.7572038805
6__27____1__IT_1,40.4651640557363,-3.68919757233805,27000001,40.7572038805
6__27____1__IT_1,40.4653895749256,-3.68914071146345,27000002,40.782697316519
6__27____1__IT_1,40.4653989422253,-3.68913712348113,27000003,40.809274140765
6__27____1__IT_1,40.4654159061377,-3.68913062298948,27000004,40.837813015807
6__27____1__IT_1,40.4654278322937,-3.68912562328976,27000005,40.867741944765
6__27____1__IT_1,40.465442038005,-3.68911966904189,27000006,40.89932659315
6__27____1__IT_1,40.4654679453039,-3.68910784936198,27000007,40.933956639811
6__27____1__IT_1,40.4654936189411,-3.6890951780105,27000008,40.971632317148
6__27____1__IT_1,40.4655160403925,-3.68908325309386,27000009,41.01199436545
6__27____1__IT_1,40.465519038176,-3.6890816583133,27000010,41.052715598566
6__27____1__IT_1,40.4655441911989,-3.68906730666253,27000011,41.096482515266
6__27____1__IT_1,40.4655690563823,-3.68905212401597,27000012,41.14329495256
6__27____1__IT_1,40.4655936210367,-3.68903612321824,27000013,41.19315296567
6__27____1__IT_1,40.4656178679754,-3.68901931588855,27000014,41.246056407306
6__27____1__IT_1,40.4656218964544,-3.6890163492026,27000015,41.299472906483
6__27____1__IT_1,40.4656247218394,-3.68901012409948,27000016,41.353503329343
6__27____1__IT_1,40.4656347644839,-3.68898981460326,27000017,41.409584969389
6__27____1__IT_1,40.4656453994882,-3.68897003015622,27000018,41.4677177323
6__27____1__IT_1,40.4656566068934,-3.68895079414515,27000019,41.527901675345
6__27____1__IT_1,40.4656683738982,-3.68893213828693,27000020,41.590136897424
6__27____1__IT_1,40.4656806814095,-3.68891409187509,27000021,41.654423291364
6__27____1__IT_1,40.4656935094473,-3.68889668183508,27000022,41.720760621717
6__27____1__IT_1,40.465706842571,-3.68887992924105,27000023,41.789149224468
6__27____1__IT_1,40.4657206581053,-3.6888638598115,27000024,41.859589149939
6__27____1__IT_1,40.4657349378577,-3.68884850284942,27000025,41.93208034197
6__27____1__IT_1,40.4657496591882,-3.68883387817609,27000026,42.006622797543
6__27____1__IT_1,40.4657647967326,-3.68882000912361,27000027,42.08321612084
6__27____1__IT_1,40.4657803341779,-3.68880691203933,27000028,42.161860683382
6__27____1__IT_1,40.4657962443653,-3.68879460905763,27000029,42.242556352613
6__27____1__IT_1,40.4658125082791,-3.68878311649835,27000030,42.325303523695
6__27____1__IT_1,40.4658290960511,-3.68877245764787,27000031,42.41010179537
6__27____1__IT_1,40.4658459833096,-3.68876264051459,27000032,42.496951082309
6__27____1__IT_1,40.465863149216,-3.68875368493854,27000033,42.585851547216
6__27____1__IT_1,40.4658805666889,-3.68874560008008,27000034,42.676803324934
6__27____1__IT_1,40.4658982085979,-3.68873840335599,27000035,42.769806269981
6__27____1__IT_1,40.4659160487695,-3.68873210275644,27000036,42.864860319942
6__27____1__IT_1,40.4659229150635,-3.68873004379715,27000037,42.960696288627
6__27____1__IT_1,40.4659340628318,-3.68872670629001,27000038,43.057801640549
6__27____1__IT_1,40.4659522219229,-3.68872221956035,27000039,43.156958298517
6__27____1__IT_1,40.4659704980396,-3.68871865525724,27000040,43.258166057577
6__27____1__IT_1,40.4659888668379,-3.68871601667143,27000041,43.361425058213
6__27____1__IT_1,40.466007299463,-3.68871430822715,27000042,43.466735271332
6__27____1__IT_1,40.4660257688826,-3.68871353082859,27000043,43.574096720119
6__27____1__IT_1,40.4660442462626,-3.68871368536152,27000044,43.683509270957
6__27____1__IT_1,40.4660627063655,-3.68871477392807,27000045,43.794973041366
6__27____1__IT_1,40.4660811660951,-3.68871668110491,27000046,43.908492282179
6__27____1__IT_1,40.4660995553767,-3.68871952531239,27000047,44.024066996817
6__27____1__IT_1,40.4661178481421,-3.68872329684847,27000048,44.141697299988
6__27____1__IT_1,40.4661360147124,-3.68872798715383,27000049,44.261382994062
6__27____1__IT_1,40.466154029857,-3.68873359715101,27000050,44.383124220077
6__27____1__IT_1,40.4661634148027,-3.68873702409493,27000051,44.505946966209
6__27____1__IT_1,40.4661651704226,-3.68873766719536,27000052,44.628972076097
6__27____1__IT_1,40.4661718675427,-3.68874011124048,27000053,44.752768928791
6__27____1__IT_1,40.4661894971547,-3.68874752675107,27000054,44.878621242212
6__27____1__IT_1,40.4662068944686,-3.6887558269221,27000055,45.006528936261
6__27____1__IT_1,40.4662240361255,-3.68876500089949,27000056,45.136492240644
6__27____1__IT_1,40.4662408924817,-3.68877503422623,27000057,45.268510941167
6__27____1__IT_1,40.4662574401714,-3.68878591722766,27000058,45.402585206063
6__27____1__IT_1,40.4662736559269,-3.68879762371618,27000059,45.53871496259
6__27____1__IT_1,40.4662895127722,-3.68881014515968,27000060,45.676900229614
6__27____1__IT_1,40.4663049874114,-3.68882346008842,27000061,45.817140957514
6__27____1__IT_1,40.4663200583576,-3.68883754587151,27000062,45.959437115794
6__27____1__IT_1,40.466334703181,-3.68885238694572,27000063,46.103788949975
6__27____1__IT_1,40.466425578524,-3.68886719179998,27000064,46.258306084249
6__27____1__IT_1,40.466537000199,-3.68902383950583,27000065,46.430971100526
6__27____1__IT_1,40.4665778798078,-3.68916715945347,27000066,46.616606407289
6__27____1__IT_1,40.4666139552876,-3.6893390915921,27000067,46.817358094584
6__27____2__IT_1,40.4666139552876,-3.6893390915921,1000001,0
6__27____2__IT_1,40.4666049902642,-3.68946585061513,1000002,0.010792534523
6__27____2__IT_1,40.4665928795409,-3.68951976038615,1000003,0.026349118018
6__27____2__IT_1,40.4664871370074,-3.68962466764648,1000004,0.056632535427
6__27____2__IT_1,40.4664128211111,-3.68977519368909,1000005,0.10211163432
6__27____2__IT_1,40.4663577810813,-3.68985424757115,1000006,0.156659741455
6__27____2__IT_1,40.4663190581924,-3.68989373237623,1000007,0.216655967477
6__27____2__IT_1,40.4661753416899,-3.68994037018686,1000008,0.293087968293
6__27____2__IT_1,40.4660847797407,-3.68996469782076,1000009,0.379782093584
6__27____2__IT_1,40.4660471210761,-3.68996610066064,1000010,0.470658167606
6__27____2__IT_1,40.4660229998257,-3.68996333900622,1000011,0.564222010728
6__27____2__IT_1,40.4659989509545,-3.68995962029443,1000012,0.660473923969
6__27____2__IT_1,40.4659750023321,-3.68995495424792,1000013,0.759413498834
6__27____2__IT_1,40.4659511701525,-3.68994934457206,1000014,0.861040947359
6__27____2__IT_1,40.4659274796179,-3.68994279506439,1000015,0.965356119846
6__27____2__IT_1,40.4659039514406,-3.68993530711732,1000016,1.072359057747
6__27____2__IT_1,40.4658806062622,-3.68992689391813,1000017,1.182049771421
6__27____2__IT_1,40.4658574647596,-3.6899175627566,1000018,1.294428337586
6__27____2__IT_1,40.4658345503265,-3.68990731859117,1000019,1.409494682025
6__27____2__IT_1,40.4658118818238,-3.68989617105208,1000020,1.527248947988
6__27____2__IT_1,40.4657894807871,-3.6898841345151,1000021,1.647691062765
6__27____2__IT_1,40.4657673688082,-3.68987121392011,1000022,1.770821034577
6__27____2__IT_1,40.4656768990671,-3.68973140200558,1000023,1.909486546975
6__27____2__IT_1,40.4654297988035,-3.68967756752828,1000024,2.075958276183
6__27____2__IT_1,40.4654055342025,-3.68967059473795,1000025,2.245187580052
6__27____2__IT_1,40.465381130977,-3.68966450873298,1000026,2.417174439157
6__27____2__IT_1,40.4653566088964,-3.6896593179715,1000027,2.59191868808
6__27____2__IT_1,40.4650446733502,-3.68965084304302,1000028,2.801296434665
6__27____2__IT_1,40.4650446733502,-3.68965084304302,2000001,2.801296434665
6__27____2__IT_1,40.4647711040684,-3.68965765697443,2000002,2.831669168511
6__27____2__IT_1,40.4644477666669,-3.68968829906454,2000003,2.898027489155
