shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
6__27____2__IT_1,40.4638270036545,-3.68974425656731,2000004,3.033456001635
6__27____2__IT_1,40.4627384472473,-3.68986368895896,2000005,3.290141952688
6__27____2__IT_1,40.4619391890629,-3.68990999510394,2000006,3.635635415755
6__27____2__IT_1,40.4616765505212,-3.68992521025414,2000007,4.010311276551
6__27____2__IT_1,40.4616765505212,-3.68992521025414,3000001,4.010311276551
6__27____2__IT_1,40.4595823982892,-3.69012844189406,3000002,4.243407822117
6__27____2__IT_1,40.4586096673899,-3.69023067857516,3000003,4.584828529086
6__27____2__IT_1,40.4582900632335,-3.6902642704571,3000004,4.961840636357
6__27____2__IT_1,40.4582900632335,-3.6902642704571,4000001,4.961840636357
6__27____2__IT_1,40.4582137787162,-3.69026910727864,4000002,4.970318426698
6__27____2__IT_1,40.4569039919546,-3.69035213329048,4000003,5.124357732922
6__27____2__IT_1,40.4568271558684,-3.69035700320994,4000004,5.286936118225
6__27____2__IT_1,40.4567565015066,-3.69036402510282,4000005,5.457379965937
6__27____2__IT_1,40.4567565015066,-3.69036402510282,5000001,5.457379965937
6__27____2__IT_1,40.4565018348113,-3.69037711492042,5000002,5.485670688499
6__27____2__IT_1,40.4564880800185,-3.69039066920987,5000003,5.515872458493
6__27____2__IT_1,40.45522337472,-3.69051621605493,5000004,5.686864204482
6__27____2__IT_1,40.4545790381198,-3.69056708395743,5000005,5.929509609169
6__27____2__IT_1,40.4543671806306,-3.69058478000177,5000006,6.195719791039
6__27____2__IT_1,40.4543671806306,-3.69058478000177,6000001,6.195719791039
6__27____2__IT_1,40.4523837994947,-3.6908622928667,6000002,6.417136328389
6__27____2__IT_1,40.4516835015207,-3.69091508031797,6000003,6.716417237501
6__27____2__IT_1,40.4516030969759,-3.69092114041169,6000004,7.024638122143
6__27____2__IT_1,40.4514630755881,-3.69093169390588,6000005,7.34842762668
6__27____2__IT_1,40.4513136349116,-3.69095843819588,6000006,7.688959891258
6__27____2__IT_1,40.4513136349116,-3.69095843819588,7000001,7.688959891258
6__27____2__IT_1,40.4512084631465,-3.69097725690383,7000002,7.700742896857
6__27____2__IT_1,40.4511248306079,-3.69097202390059,7000003,7.721820014147
6__27____2__IT_1,40.4495318867254,-3.69112958101344,7000004,7.920223655512
6__27____2__IT_1,40.4495234430025,-3.69113041669983,7000005,8.119567255457
6__27____2__IT_1,40.4494581567477,-3.69113687300969,7000006,8.326178514165
6__27____2__IT_1,40.4492972736383,-3.69115638674141,7000007,8.550724873215
6__27____2__IT_1,40.449277769917,-3.69116168465993,7000008,8.777482338865
6__27____2__IT_1,40.4492584447134,-3.69116801390182,7000009,9.006451097136
6__27____2__IT_1,40.4492393296344,-3.69117536181817,7000010,9.23763129876
6__27____2__IT_1,40.4492204625787,-3.69118371818309,7000011,9.471022448753
6__27____2__IT_1,40.4492018661237,-3.69119307379302,7000012,9.706625081111
6__27____2__IT_1,40.4491835773518,-3.69120340426267,7000013,9.944438781955
6__27____2__IT_1,40.4491656224366,-3.6912147016047,7000014,10.184463841479
6__27____2__IT_1,40.4491480330696,-3.69122693902016,7000015,10.426700034533
6__27____2__IT_1,40.4491081568274,-3.69125883160445,7000016,10.674123478768
6__27____2__IT_1,40.4491081568274,-3.69125883160445,8000001,10.674123478768
6__27____2__IT_1,40.4489814174704,-3.69136019576735,8000002,10.690610188966
6__27____2__IT_1,40.448967204808,-3.69137165520682,8000003,10.708949830034
6__27____2__IT_1,40.4489526142932,-3.69138227349562,8000004,10.729142551741
6__27____2__IT_1,40.4489376749011,-3.69139202616664,8000005,10.751188390618
6__27____2__IT_1,40.448922419147,-3.69140089940245,8000006,10.775087322245
6__27____2__IT_1,40.4489068778009,-3.69140886993368,8000007,10.800839085326
6__27____2__IT_1,40.4488910761572,-3.69141592622755,8000008,10.828444147332
6__27____2__IT_1,40.4488750521431,-3.69142205334295,8000009,10.85790226827
6__27____2__IT_1,40.4488588355714,-3.69142723743495,8000010,10.889213390895
6__27____2__IT_1,40.4488424562334,-3.6914314681962,8000011,10.92237773857
6__27____2__IT_1,40.4488259511133,-3.69143473775163,8000012,10.957395074257
6__27____2__IT_1,40.4488093508822,-3.6914370393407,8000013,10.994265402488
6__27____2__IT_1,40.4482083379442,-3.69149581022089,8000014,11.098036199622
6__27____2__IT_1,40.4478214913638,-3.69151647605921,8000015,11.244784082504
6__27____2__IT_1,40.4477127112447,-3.69152205917443,8000016,11.403616221707
6__27____2__IT_1,40.4476461983898,-3.6915197029271,8000017,11.569834226075
6__27____2__IT_1,40.4475336416696,-3.69151520024569,8000018,11.748552257092
6__27____2__IT_1,40.4474717057553,-3.69150058327281,8000019,11.934256245571
6__27____2__IT_1,40.4473380709117,-3.69148640246184,8000020,12.134842839513
6__27____2__IT_1,40.4472741465053,-3.69147904810086,8000021,12.342552623602
6__27____2__IT_1,40.4471336454899,-3.69146071806542,8000022,12.565935789717
6__27____2__IT_1,40.447053715299,-3.69144725406554,8000023,12.798264655399
6__27____2__IT_1,40.4469463651037,-3.69144150659101,8000024,13.042519734347
6__27____2__IT_1,40.4468023242941,-3.69142817101421,8000025,13.302803794525
6__27____2__IT_1,40.4466253000192,-3.69144144616279,8000026,13.582770393384
6__27____2__IT_1,40.4466253000192,-3.69144144616279,9000001,13.582770393384
6__27____2__IT_1,40.4464422425303,-3.69144400757196,9000002,13.603091577774
6__27____2__IT_1,40.4463155502562,-3.69145493530494,9000003,13.637506549647
6__27____2__IT_1,40.4461097658948,-3.69147268428539,9000004,13.694813844558
6__27____2__IT_1,40.4459857146178,-3.69148338309784,9000005,13.765921124497
6__27____2__IT_1,40.4456939263849,-3.69150931855909,9000006,13.869492511888
6__27____2__IT_1,40.4455825252194,-3.69159145074661,9000007,13.987256543593
6__27____2__IT_1,40.4455185324871,-3.69163105148897,9000008,14.11287787934
6__27____2__IT_1,40.445405370556,-3.69164051373237,9000009,14.251086189813
6__27____2__IT_1,40.445405370556,-3.69164051373237,10000001,14.251086189813
6__27____2__IT_1,40.4449938575295,-3.69168008237397,10000002,14.296888660376
6__27____2__IT_1,40.4438418404272,-3.69178979856795,10000003,14.470907100294
6__27____2__IT_1,40.4438418404272,-3.69178979856795,11000001,14.470907100294
6__27____2__IT_1,40.4429694521129,-3.69187356230128,11000002,14.568005430914
6__27____2__IT_1,40.4421443201717,-3.69195118655172,11000003,14.756932528878
6__27____2__IT_1,40.4419872664933,-3.69198709980395,11000004,14.963557191536
6__27____2__IT_1,40.4418299749663,-3.69206274137898,11000005,15.188783005934
6__27____2__IT_1,40.4416543322959,-3.69210508556583,11000006,15.433833744
6__27____2__IT_1,40.4415378301368,-3.69212817015794,11000007,15.691963980594
6__27____2__IT_1,40.4413200948463,-3.69215904564843,11000008,15.974405018
6__27____2__IT_1,40.4412019459291,-3.69217549237393,11000009,16.270034957509
6__27____2__IT_1,40.4409864627489,-3.6921755437324,11000010,16.589584266015
6__27____2__IT_1,40.4409864627489,-3.6921755437324,12000001,16.589584266015
6__27____2__IT_1,40.4409621452356,-3.69217094571979,12000002,16.592311616144
6__27____2__IT_1,40.4408843476224,-3.69214557023871,12000003,16.603938895998
6__27____2__IT_1,40.4408020066272,-3.69211871205699,12000004,16.624985877957
6__27____2__IT_1,40.4405268048337,-3.69193871987896,12000005,16.680183065617
6__27____2__IT_1,40.4403456918108,-3.69187285854634,12000006,16.756245992003
6__27____2__IT_1,40.4400472814055,-3.69176394524498,12000007,16.86669733625
6__27____2__IT_1,40.4395237067184,-3.69156410341957,12000008,17.037688279862
6__27____2__IT_1,40.4390198431593,-3.69137062032055,12000009,17.266967439129
6__27____2__IT_1,40.4388472235332,-3.69129992519313,12000010,17.516324175863
6__27____2__IT_1,40.4386088793589,-3.69121132505903,12000011,17.793184400707
6__27____2__IT_1,40.4385112924043,-3.6911746314289,12000012,18.081315301553
6__27____2__IT_1,40.4384173045838,-3.69116505338943,12000013,18.379910744602
6__27____2__IT_1,40.4383552242683,-3.69116687953225,12000014,18.685399050882
6__27____2__IT_1,40.438287384244,-3.69116497977273,12000015,18.998419550541
6__27____2__IT_1,40.438287384244,-3.69116497977273,13000001,18.998419550541
6__27____2__IT_1,40.4381702528727,-3.69117142297449,13000002,19.011433003984
6__27____2__IT_1,40.4381001907375,-3.69117201541589,13000003,19.03222375101
6__27____2__IT_1,40.4380231079655,-3.69117515466829,13000004,19.061575084993
6__27____2__IT_1,40.4379551607155,-3.69117401077711,13000005,19.098469414694
6__27____2__IT_1,40.4378820463959,-3.69116585159397,13000006,19.143509128209
6__27____2__IT_1,40.4378110695543,-3.69115202651444,13000007,19.196514287886
6__27____2__IT_1,40.4376878790544,-3.69110808176217,13000008,19.263692857698
6__27____2__IT_1,40.4375471651451,-3.69091280470167,13000009,19.353637521015
6__27____2__IT_1,40.437452930776,-3.69075422242381,13000010,19.460621243833
6__27____2__IT_1,40.4373834618314,-3.69067724535328,13000011,19.577708945816
6__27____2__IT_1,40.4363736325344,-3.68998306322521,13000012,19.821413424378
6__27____2__IT_1,40.4357159295862,-3.68952383500713,13000013,20.147865773989
6__27____2__IT_1,40.4354952585296,-3.68939447372391,13000014,20.501158481431
6__27____2__IT_1,40.4354041798188,-3.68935795352014,13000015,20.865025113178
6__27____2__IT_1,40.4353078652889,-3.68934979787104,13000016,21.239605328012
6__27____2__IT_1,40.4352081227402,-3.68933561310733,13000017,21.625322470048
6__27____2__IT_1,40.4351200001973,-3.68932744214149,13000018,22.020846022635
6__27____2__IT_1,40.4350586666174,-3.68931629187367,13000019,22.423243177766
6__27____2__IT_1,40.4349754182982,-3.68926968416165,13000020,22.835691254195
6__27____2__IT_1,40.4349252199209,-3.68921832895133,13000021,23.255212036422
6__27____2__IT_1,40.4348817612928,-3.68916377912383,13000022,23.681417086657
6__27____2__IT_1,40.4348817612928,-3.68916377912383,14000001,23.681417086657
6__27____2__IT_1,40.434785609343,-3.68908451696509,14000002,23.6940311669
6__27____2__IT_1,40.434714492974,-3.68905067256259,14000003,23.715045145158
6__27____2__IT_1,40.4344365878904,-3.68897256677919,14000004,23.767610844663
6__27____2__IT_1,40.4340138620684,-3.68887491904729,14000005,23.867825839779
6__27____2__IT_1,40.4335702176011,-3.68881318809263,14000006,24.017564382119
6__27____2__IT_1,40.4333770521821,-3.68879917480057,14000007,24.188777828378
6__27____2__IT_1,40.4332461206667,-3.68876814368986,14000008,24.374761510075
6__27____2__IT_1,40.4331151786551,-3.68873327736762,14000009,24.575577995071
6__27____2__IT_1,40.4329239812154,-3.68873990836944,14000010,24.797625461691
6__27____2__IT_1,40.4329239812154,-3.68873990836944,15000001,24.797625461691
6__27____2__IT_1,40.4328260841509,-3.68877870706776,15000002,24.808979746705
6__27____2__IT_1,40.4327469070998,-3.68880628655183,15000003,24.829428943317
6__27____2__IT_1,40.4326599697379,-3.68883914639944,15000004,24.859922914424
6__27____2__IT_1,40.4325002704919,-3.68888660441213,15000005,24.908595325178
6__27____2__IT_1,40.4319204445195,-3.68901567719651,15000006,25.022554806206
6__27____2__IT_1,40.4314132531776,-3.68915162341293,15000007,25.193982952047
6__27____2__IT_1,40.4306053973557,-3.68938573905728,15000008,25.457258223127
6__27____2__IT_1,40.4294891055916,-3.68966857101555,15000009,25.846746599257
6__27____2__IT_1,40.4292112317439,-3.68971422819134,15000010,26.267322043641
6__27____2__IT_1,40.4292112317439,-3.68971422819134,16000001,26.267322043641
6__27____2__IT_1,40.4290559674544,-3.68975620747333,16000002,26.284920896541
6__27____2__IT_1,40.4281092008567,-3.69004012439004,16000003,26.410338099932
6__27____2__IT_1,40.4269466669644,-3.69033131266389,16000004,26.667143007977
6__27____2__IT_1,40.4261015826315,-3.69056079484046,16000005,27.01975351536
6__27____2__IT_1,40.4259804010042,-3.69053790809512,16000006,27.385954947412
6__27____2__IT_1,40.4257795979774,-3.6905890042596,16000007,27.774863677873
6__27____2__IT_1,40.4257795979774,-3.6905890042596,17000001,27.774863677873
6__27____2__IT_1,40.4255869149813,-3.69064594540557,17000002,27.796790750335
6__27____2__IT_1,40.4254975462774,-3.69067414531829,17000003,27.828922389399
6__27____2__IT_1,40.4252979441546,-3.6907210068162,17000004,27.883564283295
6__27____2__IT_1,40.4250984783596,-3.69074504706091,17000005,27.960441218541
6__27____2__IT_1,40.4249254969743,-3.69074456595279,17000006,28.056519664873
6__27____2__IT_1,40.4248196185831,-3.69071285311248,17000007,28.164654912817
6__27____2__IT_1,40.4246711672696,-3.69068231636952,17000008,28.289471089317
6__27____2__IT_1,40.4245447175927,-3.69068544473963,17000009,28.428326077818
6__27____2__IT_1,40.4243970817051,-3.69072696895636,17000010,28.583943419388
6__27____2__IT_1,40.4240208899215,-3.69092698997502,17000011,28.784635053106
6__27____2__IT_1,40.4240208899215,-3.69092698997502,18000001,28.784635053106
6__27____2__IT_1,40.4232080880201,-3.69129568356087,18000002,28.880126236387
6__27____2__IT_1,40.4228772905998,-3.69144573363193,18000003,29.014480777465
6__27____2__IT_1,40.4228772905998,-3.69144573363193,19000001,29.014480777465
6__27____2__IT_1,40.4202087913757,-3.69269373629846,19000002,29.329045433292
6__27____2__IT_1,40.4201628414157,-3.69271437768228,19000003,29.64900291362
6__27____2__IT_1,40.4201628414157,-3.69271437768228,20000001,29.64900291362
6__27____2__IT_1,40.420036537064,-3.692771112177,20000002,29.663826282098
6__27____2__IT_1,40.4199833071264,-3.69279502053973,20000003,29.684896785913
6__27____2__IT_1,40.419970580923,-3.6928007389578,20000004,29.707460920164
6__27____2__IT_1,40.4199697326953,-3.6928011192445,20000005,29.730124584359
6__27____2__IT_1,40.4199578601456,-3.69280645389316,20000006,29.754181683484
6__27____2__IT_1,40.4198719511163,-3.69284504305251,20000007,29.788321260294
6__27____2__IT_1,40.4198700965741,-3.69284587508442,20000008,29.82267846277
6__27____2__IT_1,40.4198484107017,-3.6928592895667,20000009,29.859698329485
6__27____2__IT_1,40.4198270538154,-3.69287357969053,20000010,29.899380884319
6__27____2__IT_1,40.4198060493794,-3.69288873862354,20000011,29.941726162655
6__27____2__IT_1,40.4197854155304,-3.69290474651248,20000012,29.986734223011
6__27____2__IT_1,40.4197651784633,-3.69292159183812,20000013,30.034404728279
6__27____2__IT_1,40.4197642835787,-3.692922391278,20000014,30.082195514052
6__27____2__IT_1,40.4197453490797,-3.69293925938811,20000015,30.132529024052
6__27____2__IT_1,40.4196847019229,-3.69308761781164,20000016,30.197136279491
6__27____2__IT_1,40.4196347247537,-3.69317379228276,20000017,30.270920977692
6__27____2__IT_1,40.4195945206288,-3.69324116929737,20000018,30.351957638236
6__27____2__IT_1,40.4195611567464,-3.69328951370959,20000019,30.438520410759
6__27____2__IT_1,40.4195359301958,-3.69335957629436,20000020,30.53165376407
6__27____2__IT_1,40.4195149358286,-3.69341345332967,20000021,30.629917775355
6__27____2__IT_1,40.419434480024,-3.6934854936084,20000022,30.739003708727
6__27____2__IT_1,40.4191189248104,-3.69367546611002,20000023,30.886647277817
6__27____2__IT_1,40.4190906311582,-3.69369736404515,20000024,31.037939861262
6__27____2__IT_1,40.4190795815246,-3.69370547931017,20000025,31.19063901103
6__27____2__IT_1,40.4190619659826,-3.69371841888557,20000026,31.345580622057
6__27____2__IT_1,40.419032944648,-3.69373862253867,20000027,31.504171313366
6__27____2__IT_1,40.4190035798585,-3.69375795981221,20000028,31.666411155366
6__27____2__IT_1,40.4189931923108,-3.69376293463533,20000029,31.829878864337
6__27____2__IT_1,40.4189515472883,-3.69378287301548,20000030,31.998269066511
6__27____2__IT_1,40.4189461976684,-3.69378543367212,20000031,32.167291583496
6__27____2__IT_1,40.418939435726,-3.69378854561236,20000032,32.337109775202
6__27____2__IT_1,40.4189324723568,-3.69379174506656,20000033,32.507747197577
6__27____2__IT_1,40.4189254547739,-3.69379497107407,20000034,32.679210275013
6__27____2__IT_1,40.4189184570661,-3.69379818785522,20000035,32.85149666658
6__27____2__IT_1,40.4188885492223,-3.69381193701065,20000036,33.027301883039
6__27____2__IT_1,40.4188306435719,-3.69383746285058,20000037,33.209889810331
6__27____2__IT_1,40.4187724897404,-3.69386200892938,20000038,33.399260581665
6__27____2__IT_1,40.4187140976802,-3.69388556827919,20000039,33.595414230692
6__27____2__IT_1,40.4186554809258,-3.69390813750523,20000040,33.798350404588
6__27____2__IT_1,40.4185966439678,-3.69392971901342,20000041,34.008069457599
6__27____2__IT_1,40.4180692883418,-3.69405527048262,20000042,34.277287798104
6__27____2__IT_1,40.4180692883418,-3.69405527048262,21000001,34.277287798104
6__27____2__IT_1,40.4178284585555,-3.69412340537042,21000002,34.304638474726
6__27____2__IT_1,40.4163477036279,-3.69454230598255,21000003,34.500155792915
6__27____2__IT_1,40.4154995373617,-3.69477076556355,21000004,34.791796670625
6__27____2__IT_1,40.4151647536238,-3.69466331865431,21000005,35.121701349801
6__27____2__IT_1,40.4151647536238,-3.69466331865431,22000001,35.121701349801
6__27____2__IT_1,40.4149445419028,-3.69458593646877,22000002,35.147011850163
6__27____2__IT_1,40.4147777413356,-3.69443398314841,22000003,35.19488409783
6__27____2__IT_1,40.4146592417261,-3.69432297746145,22000004,35.258934289865
6__27____2__IT_1,40.4141750657508,-3.69410420863923,22000005,35.379844375819
6__27____2__IT_1,40.4127778053198,-3.69351779069988,22000006,35.663639687352
6__27____2__IT_1,40.4124519812846,-3.69340798317148,22000007,35.984783166018
6__27____2__IT_1,40.4124519812846,-3.69340798317148,23000001,35.984783166018
6__27____2__IT_1,40.4124092844942,-3.6933935935711,23000002,35.989677366351
6__27____2__IT_1,40.4115043919167,-3.69311079616169,23000003,36.097843468124
6__27____2__IT_1,40.4098628456368,-3.6925853601748,23000004,36.393600704882
6__27____2__IT_1,40.4098628456368,-3.6925853601748,24000001,36.393600704882
6__27____2__IT_1,40.4090454397536,-3.69229618474771,24000002,36.487594227673
6__27____2__IT_1,40.4089972950817,-3.69228690052173,24000003,36.586989695192
6__27____2__IT_1,40.4089435478693,-3.69228766505252,24000004,36.692351606519
6__27____2__IT_1,40.4088862486298,-3.69230824954538,24000005,36.804309358597
6__27____2__IT_1,40.4088387153483,-3.69235423654295,24000006,36.922829574713
6__27____2__IT_1,40.408792312934,-3.69238904937924,24000007,37.047287508396
6__27____2__IT_1,40.4087426020137,-3.69241805686926,24000008,37.177787554474
6__27____2__IT_1,40.4086641344047,-3.69247966776917,24000009,37.318446162656
6__27____2__IT_1,40.4082164694497,-3.69283116919439,24000010,37.517060607393
6__27____2__IT_1,40.407855850914,-3.69317813307112,24000011,37.765365529396
6__27____2__IT_1,40.4077403936796,-3.69333947727587,24000012,38.032423698994
6__27____2__IT_1,40.4076310660024,-3.69357846811146,24000013,38.323114919451
6__27____2__IT_1,40.4076170311917,-3.69367676484824,24000014,38.622291216549
6__27____2__IT_1,40.4076170311917,-3.69367676484824,25000001,38.622291216549
6__27____2__IT_1,40.4076102660996,-3.69369106175181,25000002,38.623717973347
6__27____2__IT_1,40.4075410649839,-3.69383727336098,25000003,38.639736822574
6__27____2__IT_1,40.4072996878096,-3.6946887547047,25000004,38.732815189312
6__27____2__IT_1,40.4068627995955,-3.6962524472811,25000005,38.967164310286
6__27____2__IT_1,40.4063180564352,-3.69820203198855,25000006,39.377649984137
6__27____2__IT_1,40.4061426134275,-3.6988040019396,25000007,39.8428025557
6__27____2__IT_1,40.4061426134275,-3.6988040019396,26000001,39.8428025557
6__27____2__IT_1,40.4053966682268,-3.70154636463473,26000002,40.089800962168
6__27____2__IT_1,40.4053023502795,-3.70188056258419,26000003,40.367029118121
6__27____2__IT_1,40.4052339468628,-3.70212292719249,26000004,40.666180406497
6__27____2__IT_1,40.4052543646523,-3.70218410526568,26000005,40.970996235101
6__27____2__IT_1,40.4052708350164,-3.70226391089601,26000006,41.282826550663
6__27____2__IT_1,40.4052872799216,-3.70234775029119,26000007,41.602001651299
6__27____2__IT_1,40.4052935674941,-3.7024104585909,26000008,41.926543542063
6__27____2__IT_1,40.405293872084,-3.702411927806,26000009,42.251214608677
